Text,label
打包 两片 啃 一口 ,None
私信 预约 哈哈哈哈 约 男神 ,Happiness
婚姻家庭 实质 关系 根源 问题 关系 人心 ,None
老狼 声音 好 温暖 ,Love
美国 工资 太高 效率 低 失去 出口 竞争 回流 会 很 难 竞选 期间 留在 美国 开利 工厂 最近 迁往 墨西哥 ,None
应该 杜 老板 毒 ,Disgust
韩风木有 欧美 风 好看 哈哈 ,Happiness
大脸 生日快乐 喔 ～ ～ ,Love
肯定 本来 高 ,None
当天 摘好 送到 学校 先 淘宝 订购 ,None
两个 厉害 小家伙 解决 厨房 困惑 ,Love
照片 不错 颜色 漂亮 — — 重点 误 哈哈哈 哈哈哈 ,Happiness
事情 说 三遍 ,None
碎 晚安 晚安 ,None
心疼 master 严格 20% 还算 接受 ,Sorrow
找 班 大神 讲线代 ,None
老公 表姐 生 孩子 婆婆 产科 大夫 说 顺产 孩子 拉 整整 10 斤重 ,None
阿横 粉丝 16 亿 很 厉害 ,Love
鸟 拉屎 工作 鸟 骨气 ,None
心里 默默地 挺 热巴 点个 赞 喜欢 ,Love
好棒 北京 浓霾 中 ,Sorrow
走 看 看 顺眼 吃 ,None
没试 长时间 反正 睡着 ,None
交心 负 能量 相互 释放 ,Sorrow
吃 健胃 消食片 好 ,None
真的 骂 太 可怕 粉丝 ,Disgust
想象 拜访 样子 ,None
吖 快递 哥哥 想红 ,None
兜里 不到 十块钱 ,None
口臭 消化系统 问题 ,None
好 起来 全靠 运气 有时候 消炎药 有时候 生 扛 ,None
时间 月 视频 越 看 越 想 玩 高兴 ,Love
喜欢 单纯 善良 爱 付出 喜欢 文字 掩饰 ,Love
好 ～ 一张 10 块 券 杨晟 ⊙ ▽ ⊙ ,Happiness
干皮加 敏感 要人命 哈哈 谢谢 回复 ,Happiness
全杀 杀 全杀 杀 ,None
吃 芝士 底盘 ～ 干 ～ ,Disgust
快 晒图 鉴定 值不值 30 块 大洋 ,None
抓紧 装修 晚安 好 梦 凡事 趁早 中国 竞争 凡事 做 ,None
宝宝 乖有 时间 真的 陪 ,None
乱搞 搞滴 入个 日系 美容 仪 看 洗出来 很脏 ,None
有空时 有空 愿意 ,None
说 贼 拉拉 开心 ,Happiness
拔 奔驰 ,None
疯 呆 几个 月 羡慕 工作 ,Disgust
播放器 循环 播放 所有 歌 听听 下午 ,Love
帅 不好意思 见 偷偷 ,None
月底 前 没网 说好 全校 复盖 wifi 明天 流量 听 ,None
跌得 太 厉害 ,Sorrow
学识 不如 渊博 再 赶上 渊博 闹 不住 ,None
说 想 吃 ,None
橘 猫 罐头 肯定 肥 ,None
额 感觉 身边 蛮多人 喜欢 哈哈 师姐 晚安 早点 睡 ,Love
boss 说 管不了 廉政 表格 填 过关 ,None
晚 睡觉 说 手机卡 哈哈 ,Happiness
练 肌肉 标准 动作 深 蹲 ,None
他练 熊猫 追 成 运动健将 ,None
吃 青椒 味道 味道 太怪 ,Disgust
希望 能会学 很难 加油 ,Love
欧耶 爱 哒 ,Love
完美 狗 保姆 q 养 ,None
衣服 穿 链接 甩 ,None
摩 羯 情商 不低 藏 深 ,None
哈哈 值得 入手 信 价比高 不行 ,Happiness
规矩 我过 生来 吃饭 袄 ,None
穷 生活 情调 穷 被遗弃 ,Sorrow
哈哈哈 喜欢 虐甜虐 甜 ,Happiness
工作 性质 染 浅色 ,None
放假 拍 激动 ,Happiness
等待 抢 七 骑士 夺冠 ～ ,None
木有 很 舒服 胖子 果然 喜欢 冷 一点 ,None
眼神 真的 有毒 ,Love
心里有数 造谣 ,Disgust
一加 总算 扔掉 看 索粉 唉 ,Sorrow
端午节 快乐 ,Love
网上 有个 视频剪辑 德善 说 时机 勇气 ,None
全国 人民 希望 天津 输 ,None
说 亲戚 ,None
忍不住 说 ` ` 担心 明天 零点 睡着 ,Fear
大叔 成功 刷新 三观 谢谢 ,None
变 猪头 ,Disgust
哈哈哈 没得 充 热水袋 感觉 只能 缓解 一点点 ,Happiness
做 重庆 人好 幸福 ,Love
哈哈哈 仰望 太高 贬低 ,Happiness
买 烤串 铁板烧 时少 找 钱 发觉 那种 程度 ,None
哈哈 期待 未来 小小 原再 肯定 会 共鸣 ,Happiness
佣兵 很信 空军 胡言乱语 ,Disgust
感觉 狗儿 越来越 水灵 ,None
上次 吃 火鸡 面 一袋 面放 两袋 酱料 两天 听到 麻辣 ” 两个 字 胃 隐隐 做痛 ,Sorrow
本来 工作室 网吧 快乐 生活 晴天霹雳 — — 明天 早上 老师 方案 深化 ,Sorrow
我天 黑 标准 太低 ,None
嘿嘿 美 爱 八中 八中 爱 ,Happiness
残障 人士 剩点 手工 活 乐趣 行行行 okay ,None
快 回家 收 收 ,None
昨晚 半个 晚上 刷 完 花式 快进 ,None
日程 太满 档期 见 啵 ,None
没吃过 喜欢 家 串串 麻料 ,None
说 好 明天 相亲 ,None
赶紧 偷 窨井盖 哈哈哈 ,Disgust
瞎说 实话 ,None
世界 旁观者 ,None
胖肝 不用 再 医院 挂水 妈妈 最近 好好 补补 ,None
我来 南宁 开心 起来 ,Sorrow
错 基因 问题 诶 只能 说 很多 事 阻挡 世人 眼光 歧视 亲 ,Disgust
南方 前 几天 天气 热 好 冷 ,None
祝 越来越 精华 ,None
哈哈 没关系 会 好看 哒 哈哈 ,Happiness
粉丝 真的 求 拒绝 捆绑 ,None
马赛克 太 肉麻 接受 ,None
不想 打扰 跳海 会 打扰到 哈哈 ,Happiness
美帝 一蹴而就 ,Disgust
好够 看 节约 时间 读书 ,None
好难 咖 分 分钟 难过 高数 ,Sorrow
普吉 不错 想象 干净 ,Love
绝对 挑战 泪腺 ,Love
几个 月生 ,None
这歌 少 喝 关系 ,None
好 下次 我发 吃 一半 照片 ,None
哈哈 我姐 家住 ,Happiness
辅佐 会长 想 弹劾 会长 很久 ,None
牛油果 乳液 紫苏 水 官网 ,None
black ,None
揩 老 男人 油 ,None
说 整过 容 介意 ,None
哈哈哈 一阵 好 ,Happiness
砖 红 橘色 鲜亮 ,None
说好 聚会 没拉 ,Sorrow
看小图 画 ,None
惹 说 ,None
哈哈哈 哈哈哈 后妈 offer 后妈 迟到 提年 假 后妈 那天 外出 哈哈哈哈 ,Happiness
保护 好 贯彻始终 ,None
喜欢 却 不想 ,Sorrow
脑袋 哈哈哈 ,Happiness
哈哈哈 说得好 应该 问问 问题 ,Happiness
有妮 转票 起来 咪咕 最近 一波 宣传 不去 咪咕 真的 作孽 ,None
不理 长沙 东西 求 好吃 只求 收藏 ,None
听 听 看 菜谱 ,None
力挺 ,None
可不 ～ 学姐 英明 指导 ,None
我求 痛快 ,None
444 医院 安全 街边 真的 ,None
项目 比较 硬气 太远 ,None
熬过去 好 别的 办法 不说 加油 不说 坚强 做 ,Love
懒 肯定 住 爸爸妈妈 家去 住 他家 没人 孩子 做饭 喂饭 ,None
一帮 键盘 侠来 喷 ,Disgust
微信 - 钱包 - 腾讯 公益 - 查询 公益 项目 ” 一栏 输入 渭南 六岁 受虐 男童 ” - 点击 右下角 搜索 即可 感谢您 爱心 捐助 ,Happiness
比较 符合 哦 林依晨 年纪 不符 电视剧 想 凸显 女主 少女 面孔 三十岁 女人 心智 ,None
抱住 甜甜 注意 保暖 打开 word 发现 作业 写 四行 字 不如 垂死 病中 一命呜呼 ,Sorrow
鲜肉 安抚 人心 吃 久纸 察觉 ,None
学生 玩 拍照 角度 抓好 ,None
见证 生命 尊重 ,Love
休息 玩 音乐 喜欢 夜里 工作 ,None
故意 错 侮辱 不好意思 ,Disgust
哦 哦 总算 想 死 ,Happiness
说 看 rebecca pia 女王 这回 应该 会 ,None
推荐 手镯 很棒 ,Love
嘻嘻 貌似 一年 恢复 痘 印 ,Happiness
回 三队 做 贡献 行 ,None
小王子 好看 ,Love
哎呀呀 清楚 缩写 ,None
做 电车 小时 公司 看 早 下班 进城 城里人 生活 幸福 哈哈 ,Happiness
东门 电影院 明天 二姐 几号 咱俩 ,None
" 腿 粗 早 不发 , 引起 恶损  ",None
屁 不想 分开 ,None
照顾 好 猪 怎么回事 ,None
就让 你安 利好 喜欢 丽颖 ,Disgust
小龙 做 饭 肯定 很 好吃 ,Love
好 完 ,None
标点 空格 不看 烦人 ,None
上次 朋友 送 snack 红酒 挺不错 哈哈 ,Happiness
假 v 假 v ,None
很 肥 真的 藏 ,Sorrow
看 顺眼 依旧 顺眼 喽 哈哈 foreverlove ! ! ! ,Happiness
哈哈 收 点 班费 先 ,Happiness
早 轰炸 哈哈哈 昨天 不见 回复 ,Happiness
经纪人 否认 婚庆 公司 做广告 炒作 ,None
狠 心 ,None
还好 女孩 命大 车有车 成 姐妹 ,Fear
日本 纯爱 电影 慢 节奏 很 细腻 看过 挺 挺 喜欢 类型 ,Love
羡慕 听过 ,None
好 爱 小宝贝 ,Love
恩 # 俞灏明 # 会 失眠 睡 不好 会 瘦 ,Sorrow
本来 说话 ,None
杀 过程 应该 很痛 ,Fear
习以为常 前夜 还好 后夜 真心 吃不消 特别 冬天 ,None
问题 说 答案 ,None
被装 b 犯训 ,Disgust
内地 胡彦斌 行 两样 沾 ,None
娘娘 独一无二 美 娘娘 ,Love
设计师 真的 太苦 恭喜 圈外人 ,Love
发展 10 开 哦 ,None
精神病 智商 无关 好 ,Disgust
名流 弄 不错 贵 点儿 ,Love
老妈 讲 演 ,None
看吧 明天 又会有 新 借口 推迟 更文 ,Disgust
母性 爆发 会 好 妈妈 哦 ,Love
很 绝望 ,Sorrow
哈哈哈哈 好 请问 评委 菜 资格 ,Happiness
近视 度数 会 逐年 增长 ,None
碰碰 摸摸 ,None
原创 4s 4s 会 这部 电影 ,Disgust
哈哈 妈妈 会 爸爸 应该 阿姊有 买手机 咯 ,Happiness
谢谢 太小 早产 没去 称 应该 高兴 控制 不住 ,Happiness
概率 多大 孩子 遭遇 感觉 抑郁症 ,Sorrow
看过 清楚 ,None
穷鬼 我能 敲 ,Disgust
好 事情 追捧 坏 事情 无限 放大 更何况 坏事 请问 ,Disgust
佩服 第二次 晨跑 悄悄 告诉 150 ,Sorrow
捣乱 想捞 蝾螈 ,Disgust
哦 软件 做 手绘 好看 ,Love
哈哈哈 暑假 在家 烤 盘 做 用太稠 水分 太 少 ,Happiness
哈哈哈 睡醒 真的 下雪 开心 ,Happiness
听到 远征军 翻越 高黎贡山 腾冲 进军 时 想 ： 走 快点 许能 追 上常 教授 ,None
比着 早就 虐 抓到 手 花 晒 ,Sorrow
反正 花生 味 甩 一条街 ,None
饭 全是 跑 ,None
没用过 枫林 小子 pad 网页 搜 8drama 最新 重点 无广告 ,Love
最 讨厌 尊重 原创 ,Disgust
用佳雪 神仙 水会 使 痘痘 痘痘 影响 ,None
师兄 坏 ,None
开业 那天 正好 ,None
阎魔 好像 不吃 命中 百分百 命中 抵抗 驱散 ,None
真的 文化 水平 高 ,Disgust
可不可以 撒个 娇 说 讨厌 ,Happiness
这是 卖家 态度 问题 计较 细节 卖家 态度 受够了 ,Disgust
本该 长 身上 吸走 ,None
舒克 欧美 陆松 要票 有票 颜有颜 ,Love
老师 严 最近 总 出差 每次 周末 师兄 很 开心 玩 ,Happiness
开心 哦 ! 一路顺风 ,Love
早 问 客服 说 红 腰带 大衣 双 十二 ,None
哭 再 朋友 感觉 变 回不去 ,Sorrow
～ 观察 仔细 ,Love
哈哈哈 感受 ,Happiness
最 可怕 公费旅游 好 ,Fear
霉 哈哈 ,Happiness
哈哈 ,Happiness
哈哈 好 ～ ～ ～ ,Happiness
24 号 航班 延迟 中午 飞 希望 走掉 ,None
原子弹 冤魂 ,Disgust
当心 别 发展 成 炎症 看病 拖 ,None
喜欢 针织衫 ,Love
人身攻击 下次 回来 交流 交流 提高 耐草 能力 ,None
点 完 真的 后悔 体质 问题 碰水 十天 掉 痂 有疤 不如 痣 别点 ,None
祝 滴 表哥 生日快乐 哦 每次 定位 好开心 哈哈 ,Happiness
惹 楚河 基友 ,Disgust
马拉喀什 沙漠 路上 当地 柏柏尔 袍子 ,None
事 真的 不用 单独 寄太 麻烦 ,None
喉咙痛 我怕 失声 ,Fear
感觉 杨国福 汤会 偏甜 好多 朋友 喜欢 每次 必放西 蓝花 超级 好吃 强烈 安利 ,Love
快 一个月 掉 两斤 想 一周 掉 两斤 ,None
唉 近视眼 伤不起 ,Sorrow
浪漫 哈哈 ,Happiness
需要 帮 ,None
问 会 凉菜 凉菜 开水 ,None
玄武湖 一池 碧波 ,None
我要 好好 关注 世界杯 ,None
发抖 这套 答案 ,Fear
! 鸡仔 很 问题 识别 ,None
前期 压制 选 五个 肉 就行了 围殴 好 ,Disgust
药 吃 没用 ,None
尚文婕 唱 喜欢 ,Disgust
当时 心里 活动 心酸 ,Sorrow
不想 过度 发展 烦 ,None
天津 大雨 放暑假 摔 ,None
哈哈哈哈 醒来 菌素 恋爱 重磅 消息 梦 金 中边 伯 贤才 真 爱 ,Happiness
场面 不错 感觉 像是 抗日 神剧 + 好莱坞 特效 ,Disgust
哈哈哈 摧残 过后 彩虹 ,Happiness
刘海 卷卷 麻烦 感觉 刚卷 好 过会儿 塌 ,Sorrow
好 电脑 上海 下周一 发给你 哈哈哈 哈哈哈 ,Happiness
肉质 松软 筋道 ,None
没错 子 闳 配 ,None
小猪 ： 不想 奶泡 好 只想 毯子 一辈 ,None
emmmm 杂活 做 完 闲 爹 有钱 钱 寸步难行 ,Sorrow
成功 成功 宝宝 吃 手手 那手 手辣 ,Happiness
昨晚 失眠 ,Sorrow
诶 呀呀 好 棒 好 棒 ,Love
不让 说 我家 狗 屠 不爽 说 吃 狗 恶心 ,Disgust
太酷 喜欢 ,Love
虎牙 鸡 太 欢乐 时光 总是 会 定格 ,Happiness
一道 例题 做 错 崩溃 ,Sorrow
今晚 杀 片甲不留 ,None
抑郁 离开 活着 真 好 ,Sorrow
爷爷 参加 抗日战争 ,None
主播 晚上 好 想点 一首 willow 希望 心爱 首歌曲 伴奏 共舞 一曲 ,Love
保重 身体 ,Love
是因为 强烈推荐 款 做好 活动 团购 很 失望 ,Disgust
这会 干什么 ,None
哈哈 下次 郭超 跳舞 还会来 帮 催 快 舞蹈 哈哈 ,Happiness
拒绝 狗 ,None
评价 会 很 高兴 ,Happiness
研究生 专业 茶学 工作 经营 淡水 间 茶室 授课 ,None
外行 懂 懂 说 作弊 ,Disgust
渣 喜欢 巨蟹 确实 渣 ,Disgust
edg 打野 真滴 菜 ,Disgust
好 回去 买 ,None
丧失 减肥 动力 想 做 一只 幸福 猪 ,Sorrow
学术 搞 不动 只求 毕业 ,Sorrow
吃 棠 溜 哈哈 ,Happiness
生活 会 惊喜 ,None
吃 正好 比较 坑 ,None
拍 确实 好 光照 肉 肉 显得 可爱 ,Love
店里 俩 钟点工 华水 估计 强 只不过 北环路 华水 ,None
爱 忍耐 改变 更好 ,None
黄牛 会 买 假票 ,None
喜欢 尼坤 很 嘿嘿 慢慢 看 ,Happiness
章鱼烧 日料 好吃 红油 抄手 我会 做 ,Love
我要 买 国外 买 34 刀 26 胖子 一根 直邮 ,Love
去年 当时 未 岁月 洗礼 一十八岁 孩纸 ,None
广告 毒害 受众 包括 骂 错 ,Disgust
印象 最 深刻 做 展板 撕 重 做 ,None
领教 吹风机 没用 烫手 ,None
暂时 应该 事业单位 机关 ,None
吃不完 好吃 ,Love
想 波特 赫敏 好 ,None
赶紧 回来 帆帆 太 厉害 鸡伟 凯凯 热 ,Love
您 一包 分 早晚 两顿 满足 三口 ,None
61 快乐 亲爱 早点 休息 哈 明天 早课 先睡 哈 晚安 ,Happiness
不好意思 爱狗 人士 评论 错 看不懂 说 ,None
当时 日 狗 快 睡着 一阵 c c ,Disgust
打多 感觉 好 痛 ,Sorrow
很 快乐 真的 好 幸福 哦 ,Happiness
" 恩 , 发个 臭 黑脚 看下 , , , , , 医院 看下 好点  ",None
肉肉 宁愿 干点 过涝 最近 露养 淋点 雨 ,None
拒绝 续费 绿 钻 那一刻 注定 结局 ,None
不说 路上 抢劫 钞票 不去 ,Disgust
享受 无偿 加班 扣减 工资 早 晚归 节假日 乐趣 很 幸福 ,Love
会 朋友 ,None
冷天 干 ,None
后来 烫 泡面 头 flop 入淋 逼 及早 尼 大好 前途 瞎 ,None
哈哈哈 咁 见到 钟乳会 唔 会 捻起 ,Happiness
哈哈哈 德普 长相 校长 老 情人 花姐 满意 ,Happiness
老 锻炼 没用 ～ 接受 残酷 现实 ,Sorrow
鞋底 好容易 脏 打理 ,None
真心 张碧晨强 无论是 气质 外貌 不如 请 真心 说 发自肺腑 第一 实至名归 ,Love
哈哈 愿 宝贝 新 一年 幸福 快乐 ～ ,Love
证明 不行 （ 手动 滑稽 ） ,Disgust
自由 行 很 舒适 玩 开心 ,Love
很多 说 长得 双胞胎 ,None
播没播 好像 新 录制 ,None
肯 努力 皆 ,None
喜欢 圆叶 想 扔 ,Disgust
唉 刚有 新闻 熊 孩子 奶奶 输液瓶 注入 污水 导致 奶奶 病危 只能 证明 孤陋寡闻 ,Disgust
辛苦 快快 休息 ,None
毕业 一种 浮云 豪气 ,Love
肯定 厕所 男 闯进来 ,None
剪个 刘海 室友 劝住 哈哈 想 剪 耶 ,Happiness
再 体会 翩翩 晚安 ,Love
台湾 女生 nikii 算 最 好看 ,Love
见 爹 说 长得 爹 ～ 最近 ～ ,None
紧张 死 昨天 约 采访 老人家 声音 严肃 ,Fear
十月 下半月 暖气 没来 洗澡 确实 需要 勇气 暖气 真的 特别 舒服 ～ 冬天 北方 雾 霾 很 ,None
好听 正 打算 学 ,None
这会 老板 ,None
脸皮薄 ,None
太 扯蛋 片子 消遣 （ 消遣 太 惊心动魄 吓死 姐 几亿 脑细胞 ） ,Fear
我家 女儿 十天 哦 学期 送 儿子 情况 学期 哦 ,None
哇哇 ～ 买 新 衣服 ,Happiness
加油 勇敢 支持 哈 ,Love
好 奇怪 是因为 ,None
爱 ,None
吃 诶 好吃 ,None
双生 2001 香港 买 一个月 长 3.4 厘米 应该 同学 推荐 ,None
星星 福 ,Love
95 年 嘿嘿 年龄 优势 很 生日快乐 ,Love
希望 前线 最好 应援 苦 逼 学生 党 只能 舔 舔 屏 ,Sorrow
蛮 难 找 当初 看 删节版 字幕 乱七八糟 阿佳妮 美貌 5555 惊天地泣鬼神 ,Love
龙 猫 中暑 问题 ,None
不想 再犯 错误 ～ ～ ～ ,None
找 网红 思聪 爸爸 介绍 事儿 思聪 爸爸 ,None
预计 明天 努力 过好 ,None
实在 物理 不好 文科 ,None
玩 农药 看 直播 想 小学 懂 ,None
慢慢 看 ） 甜 ,Love
昨天 十二 周岁 生日 ,None
卷 ! 说 装 瘦子 ,None
没去 成列 失落 ,Sorrow
听过 后来 忘 换 听歌 app ,None
宝宝 天廷宴 营销 见 太少 ,None
皮肤 换 亲爱 ,None
没错 坚信 十一月 否极泰来 ,None
也许 看 摘 很 欢乐 ,Happiness
说 很 道理 巴斯 标本 艺术 研究 ” 自动化 ” 应该 没什么 关系 ,Love
uk 好像 见到 卖 tarte 眉刷 ! ! ,None
头像 误导 头像 瘦 ,None
老 女人 哼 ,Disgust
事 好男儿 值得 爱 支持 ,Love
大洋 百货 小王 试过 味道 确是 极好 皇上 喜欢 却是 福泽 ,Love
爱 应该 保留 做 爱 见证 ,None
胡莱 三国 好玩 卡成 狗 ,None
天天 鼓吹 闯红灯 救人 闯红灯 撞死人 说 ,Disgust
门面 啊啊啊 cody 姐 一生 黑 ,None
漏光 拿来 展示 机 太 尴尬 ,Disgust
灰灰 天 空气 不好 ,None
想 买 白色 不错 ,Love
这条 没什么 关注 金城 一纪 转 再 苏打 fo 账号 再 苏打 转 ,None
林德曼 酸甜 口感 迷醉 喜欢 那种 身体 醉 头脑清醒 感觉 仿佛 灵魂 观察 ,Love
孕 七个 月 看 完 恐惧 ,Fear
无,None
昨天 有心 好 哼 球球 光荣 联络 最后 一人 下线 前 vip ,None
芒果 椰膏 好吃 ,Love
东西 ,None
电视剧 不抱 希望 ,Sorrow
接受 现实 ,None
按道理说 ipfs 功能 应该 国内外 互通 ,None
高级 酒店 包房 很 舒服 很 优雅 祝你们 吃 开心 ,Love
美 英法德 类似 法案 说 g7 国家 普遍 案例 说 日本 特殊 ,None
简单 快乐 剪辑 师 自荐 ,None
会 发现 赚 ,None
调 说 鼻子 好多 斑 ,None
不干 事 受 讨厌 马思纯 本质 不在乎 ,None
谢谢 ,Love
哈哈 缘分 ～ ,Happiness
为啥 三个 粉丝 撕 对立 ,None
哈哈 规矩 回切 耍 ,None
带个 麻袋 一套 一顿 闷 ,Disgust
契尔氏 闷 哈哈哈 哈哈 ,Happiness
人太多 下次 整点 近照 真的 懵 ,None
为啥 浪费 点赞 机会 多赞 ,None
周 老师 教导 咔 咔 ,Happiness
注脚 干嘛 备注 当页 ,None
看 经验 ,None
鸡蛋 炒 辣白菜 ,None
最 可爱 ,Love
在家 搞手 帐 很 幸福 ,Happiness
号 好好 聊聊 躲 阴暗 角落 小号 逼逼算 本事 ,Disgust
斗鱼 不关 直播间 估计 死灰复燃 脑残粉 劲 跳 彻底 打死 ,Disgust
哈哈 老佛爷 逛 ,Happiness
姐姐 生气 没用 ,None
清新 蓝色 格子 衫 嗷 两个 吼 看 ,Love
动漫 比较慢 看 漫画 马 男 看过 几集 ,None
长沙 ,None
我发 地址 打开 保存 就可以看 ,None
昨天 看 蹦蹦跳跳 开心 劲 ,None
好 叔叔 太帅 ,Love
我爸 看 完 说 一句 像素 不太好 ,None
好 汉莎 大妈 候机楼 ,None
